RequestID,MachineID,Plant,CreatedDate,StartDate,EndDate,Category,Priority,Technician,DowntimeHours,Cost,Status
R-00889,M-019,Plant B,2024-01-16 15:29:00,2024-01-17 10:29:00,2024-01-17 13:29:00,Preventive,Medium,Sam,0.36,357.35,Closed
R-00890,M-009,Plant A,2024-12-24 09:40:00,2024-12-24 21:40:00,2024-12-25 07:40:00,Corrective,Medium,Jordan,12.07,2337.23,Closed
R-00891,M-006,Plant A,2024-10-24 07:28:00,2024-10-25 20:28:00,2024-10-25 22:28:00,Preventive,Low,Taylor,2.68,324.91,Closed
R-00892,M-028,Plant A,2025-11-26 11:00:00,2025-11-26 15:00:00,2025-11-27 02:00:00,Corrective,High,Taylor,3.41,1569.71,Closed
R-00893,M-037,Plant B,2025-10-05 15:44:00,2025-10-05 23:44:00,2025-10-06 14:44:00,Corrective,Medium,Riley,2.38,3243.39,Closed
R-00894,M-030,Plant A,2024-12-28 14:35:00,2024-12-29 03:35:00,2024-12-29 18:35:00,Corrective,Low,Jamie,14.62,3271.6,Closed
R-00895,M-040,Plant B,2024-11-05 08:16:00,2024-11-06 00:16:00,2024-11-06 13:16:00,Corrective,Medium,Morgan,13.26,3142.03,Closed
R-00896,M-030,Plant A,2024-02-25 02:53:00,2024-02-25 20:53:00,2024-02-26 02:53:00,Preventive,Low,Sam,1.57,782.2,Closed
R-00897,M-022,Plant A,2024-03-03 04:08:00,2024-03-04 00:08:00,2024-03-04 17:08:00,Corrective,Medium,Alex,6.99,3497.54,Closed
R-00898,M-020,Plant A,2025-10-05 10:36:00,2025-10-06 02:36:00,2025-10-06 04:36:00,Corrective,Low,Jamie,11.92,1644.77,Closed
R-00899,M-008,Plant B,2025-06-16 03:18:00,2025-06-16 11:18:00,2025-06-16 13:18:00,Preventive,High,Alex,0.0,470.42,Closed
R-00900,M-054,Plant A,2025-07-13 08:53:00,2025-07-13 16:53:00,2025-07-13 18:53:00,Corrective,Medium,Sam,12.43,738.84,Closed
R-00901,M-048,Plant A,2025-11-04 08:12:00,2025-11-05 03:12:00,2025-11-05 05:12:00,Preventive,Medium,Taylor,2.58,356.49,Closed
R-00902,M-018,Plant A,2025-02-04 13:10:00,2025-02-04 19:10:00,2025-02-05 09:10:00,Corrective,High,Riley,9.13,2804.06,Closed
R-00903,M-001,Plant A,2025-08-17 10:20:00,2025-08-18 01:20:00,2025-08-18 04:20:00,Preventive,Medium,Jamie,1.37,398.15,Closed
R-00904,M-033,Plant A,2025-05-30 07:11:00,2025-05-30 13:11:00,2025-05-30 19:11:00,Preventive,Medium,Riley,1.54,791.11,Closed
R-00905,M-047,Plant B,2025-07-30 11:34:00,2025-08-02 10:34:00,2025-08-03 00:34:00,Corrective,Low,Jordan,10.98,2279.44,Closed
R-00906,M-031,Plant A,2025-09-12 22:29:00,2025-09-13 12:29:00,2025-09-13 18:29:00,Preventive,Medium,Morgan,0.78,758.16,Closed
R-00907,M-054,Plant A,2025-02-17 02:18:00,2025-02-19 08:18:00,2025-02-19 11:18:00,Preventive,Low,Jordan,2.54,533.44,Closed
R-00908,M-050,Plant A,2024-08-30 03:35:00,2024-08-30 09:35:00,2024-08-30 19:35:00,Corrective,High,Riley,4.17,2756.33,Closed
R-00909,M-005,Plant A,2025-03-28 12:46:00,2025-03-30 20:46:00,2025-03-31 14:46:00,Corrective,Low,Jordan,9.82,3222.58,Closed
R-00910,M-013,Plant A,2024-09-15 16:45:00,2024-09-16 09:45:00,2024-09-16 14:45:00,Preventive,Medium,Taylor,2.56,591.87,Closed
R-00911,M-002,Plant A,2025-10-06 22:49:00,2025-10-06 22:49:00,2025-10-07 09:49:00,Preventive,High,Jordan,2.1,1428.95,Closed
R-00912,M-059,Plant B,2025-10-19 18:01:00,2025-10-21 04:01:00,2025-10-21 10:01:00,Corrective,Low,Jamie,3.25,1567.44,Closed
R-00913,M-041,Plant B,2025-01-20 02:25:00,2025-01-20 03:25:00,2025-01-20 15:25:00,Corrective,High,Morgan,5.17,3202.35,Closed
R-00914,M-019,Plant B,2024-09-14 13:19:00,2024-09-14 17:19:00,2024-09-15 11:19:00,Corrective,High,Jordan,5.78,3863.74,Closed
R-00915,M-033,Plant A,2024-11-15 13:37:00,2024-11-16 01:37:00,2024-11-16 03:37:00,Corrective,Medium,Sam,4.37,1053.6,Closed
R-00916,M-049,Plant A,2024-03-01 04:45:00,2024-03-02 23:45:00,2024-03-03 03:45:00,Preventive,Low,Casey,2.16,653.23,Closed
R-00917,M-045,Plant A,2024-02-06 11:48:00,2024-02-09 11:48:00,2024-02-09 18:48:00,Corrective,Low,Sam,5.69,1863.98,Closed
R-00918,M-015,Plant B,2025-10-27 11:57:00,2025-10-27 16:57:00,2025-10-27 21:57:00,Preventive,Medium,Taylor,1.04,748.0,Closed
R-00919,M-025,Plant A,2025-11-29 23:20:00,2025-11-30 15:20:00,2025-11-30 23:20:00,Corrective,Medium,Alex,4.48,1168.63,Closed
R-00920,M-008,Plant B,2025-09-22 12:33:00,2025-09-22 23:33:00,2025-09-23 04:33:00,Preventive,Medium,Alex,0.3,650.97,Closed
R-00921,M-048,Plant A,2025-07-03 19:23:00,2025-07-04 10:23:00,2025-07-04 14:23:00,Preventive,Low,Taylor,1.63,540.16,Closed
R-00922,M-042,Plant A,2024-09-07 09:58:00,2024-09-07 15:58:00,2024-09-07 20:58:00,Preventive,Medium,Sam,1.77,698.94,Closed
R-00923,M-048,Plant A,2024-12-31 07:31:00,2024-12-31 20:31:00,2025-01-01 02:31:00,Preventive,Medium,Casey,0.72,814.61,Closed
R-00924,M-033,Plant A,2024-04-16 01:50:00,2024-04-16 07:50:00,2024-04-16 12:50:00,Preventive,Medium,Jamie,1.37,648.13,Closed
R-00925,M-048,Plant A,2025-07-20 07:11:00,2025-07-20 18:11:00,2025-07-20 21:11:00,Preventive,Medium,Jordan,1.72,359.2,Closed
R-00926,M-054,Plant A,2024-02-04 09:13:00,2024-02-04 21:13:00,2024-02-05 04:13:00,Preventive,Medium,Sam,0.0,822.9,Closed
R-00927,M-056,Plant A,2025-01-26 13:07:00,2025-01-26 15:07:00,2025-01-26 22:07:00,Preventive,High,Riley,3.16,976.46,Closed
R-00928,M-059,Plant B,2025-09-15 11:28:00,2025-09-17 21:28:00,2025-09-18 14:28:00,Corrective,Low,Taylor,7.33,3376.21,Closed
R-00929,M-060,Plant B,2024-02-28 03:43:00,2024-02-29 18:43:00,2024-03-01 13:43:00,Corrective,Low,Morgan,8.05,3425.01,Closed
R-00930,M-060,Plant B,2024-08-31 04:30:00,2024-08-31 15:30:00,2024-09-01 03:30:00,Corrective,Medium,Morgan,9.34,2445.02,Closed
R-00931,M-003,Plant A,2025-09-22 09:21:00,2025-09-22 22:21:00,2025-09-23 05:21:00,Preventive,Medium,Alex,2.5,956.47,Closed
R-00932,M-002,Plant A,2025-03-26 00:18:00,2025-03-27 14:18:00,2025-03-27 20:18:00,Corrective,Low,Jamie,0.0,2583.26,Closed
R-00933,M-018,Plant A,2025-09-16 18:49:00,2025-09-16 22:49:00,2025-09-17 03:49:00,Preventive,High,Jordan,1.11,725.78,Closed
R-00934,M-004,Plant B,2024-08-26 03:54:00,2024-08-26 08:54:00,2024-08-26 16:54:00,Corrective,High,Jamie,4.35,3081.74,Closed
R-00935,M-017,Plant B,2024-01-17 23:09:00,2024-01-18 17:09:00,2024-01-19 00:09:00,Corrective,Low,Alex,1.51,1333.38,Closed
R-00936,M-021,Plant B,2025-08-07 12:40:00,2025-08-08 01:40:00,2025-08-08 04:40:00,Corrective,Medium,Sam,7.65,1638.87,Closed
R-00937,M-024,Plant A,2024-12-09 13:55:00,2024-12-09 22:55:00,2024-12-10 02:55:00,Corrective,Medium,Morgan,13.98,828.49,Closed
R-00938,M-039,Plant B,2024-08-04 10:41:00,2024-08-07 03:41:00,2024-08-07 05:41:00,Corrective,Low,Casey,2.26,1807.94,Closed
R-00939,M-025,Plant A,2025-10-26 02:40:00,2025-10-28 06:40:00,2025-10-29 00:40:00,Corrective,Low,Taylor,5.18,2896.2,Closed
R-00940,M-004,Plant B,2025-09-13 16:07:00,2025-09-14 02:07:00,2025-09-14 13:07:00,Corrective,Medium,Casey,0.0,2010.44,Closed
R-00941,M-052,Plant B,2025-01-05 07:52:00,2025-01-06 01:52:00,2025-01-06 17:52:00,Corrective,Medium,Sam,10.5,2079.11,Closed
R-00942,M-024,Plant A,2025-10-31 16:31:00,2025-11-01 14:31:00,2025-11-01 23:31:00,Corrective,Medium,Riley,8.46,1693.12,Closed
R-00943,M-059,Plant B,2025-02-21 23:00:00,2025-02-22 03:00:00,2025-02-22 10:00:00,Corrective,High,Morgan,0.0,1866.32,Closed
R-00944,M-041,Plant B,2024-07-21 06:08:00,2024-07-21 12:08:00,2024-07-22 10:08:00,Corrective,High,Sam,11.45,3040.35,Closed
R-00945,M-003,Plant A,2025-03-17 00:49:00,2025-03-19 22:49:00,2025-03-20 14:49:00,Corrective,Low,Jordan,3.53,3038.83,Closed
R-00946,M-046,Plant A,2024-10-27 04:03:00,2024-10-27 20:03:00,2024-10-28 03:03:00,Preventive,Low,Casey,2.3,1078.75,Closed
R-00947,M-059,Plant B,2025-02-22 21:31:00,2025-02-25 07:31:00,2025-02-25 08:31:00,Preventive,Low,Morgan,1.72,381.21,Closed
R-00948,M-006,Plant A,2024-06-04 00:15:00,2024-06-04 14:15:00,2024-06-05 00:15:00,Corrective,Medium,Jamie,0.0,2551.7,Closed
R-00949,M-018,Plant A,2024-04-09 07:55:00,2024-04-09 21:55:00,2024-04-10 00:55:00,Preventive,Medium,Riley,1.78,609.46,Closed
R-00950,M-057,Plant A,2024-08-03 14:41:00,2024-08-04 05:41:00,2024-08-04 12:41:00,Corrective,Medium,Casey,5.66,1366.06,Closed
R-00951,M-032,Plant B,2025-03-25 07:38:00,2025-03-25 18:38:00,2025-03-26 04:38:00,Corrective,Medium,Morgan,10.18,2150.12,Closed
R-00952,M-011,Plant A,2024-01-29 20:25:00,2024-02-01 13:25:00,2024-02-01 16:25:00,Corrective,Low,Taylor,8.88,932.55,Closed
R-00953,M-037,Plant B,2025-03-12 15:11:00,2025-03-14 07:11:00,2025-03-15 00:11:00,Corrective,Low,Morgan,5.34,4075.58,Closed
R-00954,M-047,Plant B,2025-11-15 03:58:00,2025-11-16 01:58:00,2025-11-16 20:58:00,Corrective,Low,Taylor,13.97,2635.62,Closed
R-00955,M-041,Plant B,2025-06-09 22:56:00,2025-06-10 15:56:00,2025-06-11 10:56:00,Corrective,Medium,Casey,7.87,4067.5,Closed
R-00956,M-041,Plant B,2024-02-06 21:39:00,2024-02-07 00:39:00,2024-02-07 20:39:00,Corrective,High,Riley,10.76,4183.04,Closed
R-00957,M-047,Plant B,2025-05-23 09:38:00,2025-05-23 19:38:00,2025-05-23 23:38:00,Preventive,Medium,Sam,0.13,576.52,Closed
R-00958,M-003,Plant A,2025-03-04 23:28:00,2025-03-05 18:28:00,2025-03-06 00:28:00,Preventive,Medium,Taylor,1.58,946.12,Closed
R-00959,M-054,Plant A,2024-08-25 09:58:00,2024-08-26 06:58:00,2024-08-26 17:58:00,Corrective,Medium,Riley,7.99,2873.15,Closed
R-00960,M-049,Plant A,2024-10-21 14:19:00,2024-10-21 23:19:00,2024-10-22 10:19:00,Corrective,Medium,Riley,16.07,1610.69,Closed
R-00961,M-045,Plant A,2025-02-11 04:22:00,2025-02-11 15:22:00,2025-02-12 03:22:00,Corrective,Medium,Jamie,0.0,2827.89,Closed
R-00962,M-004,Plant B,2025-07-29 11:01:00,2025-07-30 04:01:00,2025-07-30 07:01:00,Preventive,Medium,Riley,1.4,457.52,Closed
R-00963,M-047,Plant B,2024-08-12 11:35:00,2024-08-12 17:35:00,2024-08-13 04:35:00,Corrective,High,Jamie,6.36,2944.12,Closed
R-00964,M-040,Plant B,2024-12-03 04:24:00,2024-12-03 10:24:00,2024-12-04 03:24:00,Corrective,High,Alex,4.1,1959.75,Closed
R-00965,M-004,Plant B,2025-06-15 07:11:00,2025-06-15 15:11:00,2025-06-15 23:11:00,Preventive,High,Jordan,2.2,1049.24,Closed
R-00966,M-014,Plant B,2025-07-20 08:29:00,2025-07-20 16:29:00,2025-07-21 14:29:00,Corrective,High,Alex,0.0,2646.41,Closed
R-00967,M-019,Plant B,2024-11-04 00:49:00,2024-11-06 11:49:00,2024-11-06 14:49:00,Preventive,Low,Taylor,1.2,547.63,Closed
R-00968,M-018,Plant A,2024-03-27 02:36:00,2024-03-27 06:36:00,2024-03-27 14:36:00,Preventive,Medium,Riley,1.06,1118.08,Closed
R-00969,M-007,Plant B,2025-08-25 13:21:00,2025-08-26 06:21:00,2025-08-26 12:21:00,Preventive,Medium,Morgan,1.14,655.28,Closed
R-00970,M-042,Plant A,2025-08-13 16:05:00,2025-08-14 13:05:00,2025-08-14 18:05:00,Preventive,Medium,Taylor,2.55,816.2,Closed
R-00971,M-035,Plant B,2025-06-02 08:20:00,2025-06-04 17:20:00,2025-06-04 20:20:00,Preventive,Low,Riley,1.94,451.04,Closed
R-00972,M-015,Plant B,2025-04-02 12:37:00,2025-04-02 17:37:00,2025-04-03 00:37:00,Corrective,High,Morgan,16.73,1499.27,Closed
R-00973,M-056,Plant A,2025-05-16 20:15:00,2025-05-17 04:15:00,2025-05-17 08:15:00,Preventive,High,Jamie,1.49,515.05,Closed
R-00974,M-010,Plant B,2024-02-07 10:58:00,2024-02-07 20:58:00,2024-02-08 16:58:00,Corrective,Medium,Alex,9.46,3410.33,Closed
R-00975,M-042,Plant A,2024-08-29 10:59:00,2024-08-30 03:59:00,2024-08-30 09:59:00,Corrective,Medium,Sam,6.46,1815.9,Closed
R-00976,M-008,Plant B,2024-06-19 06:44:00,2024-06-20 04:44:00,2024-06-20 13:44:00,Preventive,Low,Alex,1.62,1193.38,Closed
R-00977,M-048,Plant A,2025-07-14 14:16:00,2025-07-15 02:16:00,2025-07-15 08:16:00,Preventive,Medium,Riley,2.49,712.11,Closed
R-00978,M-019,Plant B,2025-06-19 23:22:00,2025-06-20 22:22:00,2025-06-21 04:22:00,Preventive,Medium,Casey,0.68,719.93,Closed
R-00979,M-022,Plant A,2024-05-18 05:36:00,2024-05-19 04:36:00,2024-05-19 12:36:00,Corrective,Low,Alex,16.02,1744.64,Closed
R-00980,M-013,Plant A,2024-07-23 23:41:00,2024-07-24 22:41:00,2024-07-25 03:41:00,Preventive,Medium,Sam,2.62,588.18,Closed
R-00981,M-041,Plant B,2025-07-26 07:42:00,2025-07-26 11:42:00,2025-07-26 18:42:00,Preventive,High,Taylor,1.02,935.8,Closed
R-00982,M-017,Plant B,2025-07-28 18:28:00,2025-07-28 19:28:00,2025-07-29 07:28:00,Corrective,High,Jordan,11.26,1772.77,Closed
R-00983,M-052,Plant B,2025-06-18 20:02:00,2025-06-19 06:02:00,2025-06-19 08:02:00,Corrective,Medium,Morgan,7.75,1931.37,Closed
R-00984,M-010,Plant B,2024-05-26 05:37:00,2024-05-26 05:37:00,2024-05-26 23:37:00,Corrective,High,Sam,5.88,3078.08,Closed
R-00985,M-020,Plant A,2025-05-27 04:00:00,2025-05-27 19:00:00,2025-05-28 01:00:00,Preventive,Medium,Riley,0.0,862.07,Closed
R-00986,M-011,Plant A,2025-10-10 09:28:00,2025-10-12 16:28:00,2025-10-13 00:28:00,Corrective,Low,Jamie,4.41,2652.23,Closed
R-00987,M-042,Plant A,2024-12-22 06:04:00,2024-12-22 23:04:00,2024-12-23 07:04:00,Preventive,Medium,Jamie,3.1,957.54,Closed
R-00988,M-024,Plant A,2024-07-02 00:21:00,2024-07-02 22:21:00,2024-07-03 01:21:00,Preventive,Medium,Taylor,0.0,581.43,Closed
R-00989,M-059,Plant B,2024-09-16 17:09:00,2024-09-17 17:09:00,2024-09-18 07:09:00,Corrective,Medium,Alex,12.24,2225.3,Closed
R-00990,M-004,Plant B,2025-08-08 01:02:00,2025-08-09 19:02:00,2025-08-10 00:02:00,Corrective,Low,Jamie,5.83,1523.03,Closed
R-00991,M-040,Plant B,2025-12-31 05:13:00,2025-12-31 06:13:00,2025-12-31 13:13:00,Corrective,High,Jordan,5.07,1047.0,Closed
R-00992,M-035,Plant B,2024-10-11 06:37:00,2024-10-11 15:37:00,2024-10-12 07:37:00,Corrective,Medium,Casey,4.91,1820.79,Closed
R-00993,M-043,Plant B,2025-02-16 14:12:00,2025-02-17 10:12:00,2025-02-17 20:12:00,Corrective,Medium,Sam,6.56,2379.43,Closed
R-00994,M-045,Plant A,2025-06-01 13:58:00,2025-06-02 01:58:00,2025-06-02 04:58:00,Preventive,Medium,Alex,1.77,451.04,Closed
R-00995,M-037,Plant B,2025-12-14 02:56:00,2025-12-14 11:56:00,2025-12-14 15:56:00,Corrective,Medium,Sam,3.69,666.34,Closed
R-00996,M-011,Plant A,2024-01-11 07:25:00,2024-01-12 07:25:00,2024-01-12 14:25:00,Corrective,Medium,Taylor,11.12,2394.01,Closed
R-00997,M-009,Plant A,2024-11-13 01:49:00,2024-11-13 23:49:00,2024-11-14 03:49:00,Preventive,Medium,Morgan,1.91,498.16,Closed
R-00998,M-019,Plant B,2024-09-22 23:48:00,2024-09-23 04:48:00,2024-09-23 16:48:00,Preventive,High,Casey,0.81,1512.92,Closed
R-00999,M-044,Plant B,2024-06-23 01:15:00,2024-06-23 23:15:00,2024-06-24 15:15:00,Corrective,Medium,Jordan,2.32,2231.38,Closed
R-01000,M-022,Plant A,2025-12-17 17:11:00,2025-12-18 13:11:00,2025-12-18 22:11:00,Corrective,Medium,Morgan,1.19,1437.99,Closed
